ID,Units,Location,Direction,Theta_0,Blocks,Family,Theta_1,Comment
B.10.35.021,ea,18,"1",12,NaN,,,
B.10.35.021,ea,18,"2",11,NaN,,,
B.10.35.021,ea,19,"1",12,NaN,,,
B.10.35.021,ea,19,"2",11,NaN,,,
B.10.35.021,ea,2,"1",28,NaN,,,
B.10.35.021,ea,2,"2",22,NaN,,,
B.10.35.021,ea,20,"1",12,NaN,,,
B.10.35.021,ea,20,"2",11,NaN,,,
B.10.35.021,ea,21,"1",12,NaN,,,
B.10.35.021,ea,21,"2",11,NaN,,,
B.10.35.021,ea,3,"1",12,NaN,,,
B.10.35.021,ea,3,"2",13,NaN,,,
B.10.35.021,ea,4,"1",12,NaN,,,
B.10.35.021,ea,4,"2",13,NaN,,,
B.10.35.021,ea,5,"1",28,NaN,,,
B.10.35.021,ea,5,"2",25,NaN,,,
B.10.35.021,ea,6,"1",12,NaN,,,
B.10.35.021,ea,6,"2",11,NaN,,,
B.10.35.021,ea,7,"1",12,NaN,,,
B.10.35.021,ea,7,"2",11,NaN,,,
B.10.35.021,ea,8,"1",24,NaN,,,
B.10.35.021,ea,8,"2",27,NaN,,,
B.10.35.021,ea,9,"1",12,NaN,,,
B.10.35.021,ea,9,"2",13,NaN,,,
B.10.35.031,ea,1,"1",11,NaN,,,
B.10.35.031,ea,1,"2",14,NaN,,,
B.10.35.031,ea,10,"1",13,NaN,,,
B.10.35.031,ea,10,"2",12,NaN,,,
B.10.35.031,ea,11,"1",29,NaN,,,
B.10.35.031,ea,11,"2",34,NaN,,,
B.10.35.031,ea,12,"1",15,NaN,,,
B.10.35.031,ea,12,"2",16,NaN,,,
B.10.35.031,ea,13,"1",11,NaN,,,
B.10.35.031,ea,13,"2",14,NaN,,,
B.10.35.031,ea,14,"1",33,NaN,,,
B.10.35.031,ea,14,"2",32,NaN,,,
B.10.35.031,ea,15,"1",17,NaN,,,
B.10.35.031,ea,15,"2",18,NaN,,,
B.10.35.031,ea,16,"1",15,NaN,,,
B.10.35.031,ea,16,"2",14,NaN,,,
B.10.35.031,ea,17,"1",33,NaN,,,
B.10.35.031,ea,17,"2",36,NaN,,,
B.10.35.031,ea,18,"1",17,NaN,,,
B.10.35.031,ea,18,"2",16,NaN,,,
B.10.35.031,ea,19,"1",13,NaN,,,
B.10.35.031,ea,19,"2",14,NaN,,,
B.10.35.031,ea,2,"1",26,NaN,,,
B.10.35.031,ea,2,"2",30,NaN,,,
B.10.35.031,ea,20,"1",13,NaN,,,
B.10.35.031,ea,20,"2",14,NaN,,,
B.10.35.031,ea,21,"1",13,NaN,,,
B.10.35.031,ea,21,"2",15,NaN,,,
B.10.35.031,ea,3,"1",17,NaN,,,
B.10.35.031,ea,3,"2",18,NaN,,,
B.10.35.031,ea,4,"1",15,NaN,,,
B.10.35.031,ea,4,"2",14,NaN,,,
B.10.35.031,ea,5,"1",33,NaN,,,
B.10.35.031,ea,5,"2",36,NaN,,,
B.10.35.031,ea,6,"1",17,NaN,,,
B.10.35.031,ea,6,"2",15,NaN,,,
B.10.35.031,ea,7,"1",13,NaN,,,
B.10.35.031,ea,7,"2",14,NaN,,,
B.10.35.031,ea,8,"1",35,NaN,,,
B.10.35.031,ea,8,"2",32,NaN,,,
B.10.35.031,ea,9,"1",15,NaN,,,
B.10.35.031,ea,9,"2",16,NaN,,,
B.10.49.003b,ea,1,"0",45,NaN,,,
B.10.49.003b,ea,10,"0",45,NaN,,,
B.10.49.003b,ea,11,"0",45,NaN,,,
B.10.49.003b,ea,12,"0",63,NaN,,,
B.10.49.003b,ea,13,"0",45,NaN,,,
B.10.49.003b,ea,14,"0",45,NaN,,,
B.10.49.003b,ea,15,"0",63,NaN,,,
B.10.49.003b,ea,16,"0",45,NaN,,,
B.10.49.003b,ea,17,"0",45,NaN,,,
B.10.49.003b,ea,18,"0",63,NaN,,,
B.10.49.003b,ea,19,"0",45,NaN,,,
B.10.49.003b,ea,2,"0",45,NaN,,,
B.10.49.003b,ea,20,"0",45,NaN,,,
B.10.49.003b,ea,21,"0",45,NaN,,,
B.10.49.003b,ea,3,"0",45,NaN,,,
B.10.49.003b,ea,4,"0",45,NaN,,,
B.10.49.003b,ea,5,"0",45,NaN,,,
B.10.49.003b,ea,6,"0",63,NaN,,,
B.10.49.003b,ea,7,"0",45,NaN,,,
B.10.49.003b,ea,8,"0",45,NaN,,,
B.10.49.003b,ea,9,"0",63,NaN,,,
B.20.22.001,ft2,1,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,10,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,11,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,12,"1, 2",2175.176201,NaN,,,
B.20.22.001,ft2,13,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,14,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,15,"1, 2",2175.176201,NaN,,,
B.20.22.001,ft2,16,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,17,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,18,"1, 2",2175.176201,NaN,,,
B.20.22.001,ft2,19,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,2,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,20,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,21,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,3,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,4,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,5,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,6,"1, 2",2175.176201,NaN,,,
B.20.22.001,ft2,7,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,8,"1, 2",1553.697288,NaN,,,
B.20.22.001,ft2,9,"1, 2",2175.176201,NaN,,,
B.30.11.011,ft2,1,"0",9604.674144,NaN,,,
B.30.11.011,ft2,10,"0",9604.674144,NaN,,,
B.30.11.011,ft2,11,"0",9604.674144,NaN,,,
B.30.11.011,ft2,12,"0",13446.543788,NaN,,,
B.30.11.011,ft2,13,"0",9604.674144,NaN,,,
B.30.11.011,ft2,14,"0",9604.674144,NaN,,,
B.30.11.011,ft2,15,"0",13446.543788,NaN,,,
B.30.11.011,ft2,16,"0",9604.674144,NaN,,,
B.30.11.011,ft2,17,"0",9604.674144,NaN,,,
B.30.11.011,ft2,18,"0",13446.543788,NaN,,,
B.30.11.011,ft2,19,"0",9604.674144,NaN,,,
B.30.11.011,ft2,2,"0",9604.674144,NaN,,,
B.30.11.011,ft2,20,"0",9604.674144,NaN,,,
B.30.11.011,ft2,21,"0",9604.674144,NaN,,,
B.30.11.011,ft2,3,"0",9604.674144,NaN,,,
B.30.11.011,ft2,4,"0",9604.674144,NaN,,,
B.30.11.011,ft2,5,"0",9604.674144,NaN,,,
B.30.11.011,ft2,6,"0",13446.543788,NaN,,,
B.30.11.011,ft2,7,"0",9604.674144,NaN,,,
B.30.11.011,ft2,8,"0",9604.674144,NaN,,,
B.30.11.011,ft2,9,"0",13446.543788,NaN,,,
C.10.11.001a,ft,1,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,10,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,11,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,12,"1, 2",1107.3624296,NaN,,,
C.10.11.001a,ft,13,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,14,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,15,"1, 2",1107.3624296,NaN,,,
C.10.11.001a,ft,16,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,17,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,18,"1, 2",1107.3624296,NaN,,,
C.10.11.001a,ft,19,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,2,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,20,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,21,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,3,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,4,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,5,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,6,"1, 2",1107.3624296,NaN,,,
C.10.11.001a,ft,7,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,8,"1, 2",790.9731648,NaN,,,
C.10.11.001a,ft,9,"1, 2",1107.3624296,NaN,,,
C.20.11.001a,ea,1,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,10,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,11,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,12,"1, 2",1.384203037,NaN,,,
C.20.11.001a,ea,13,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,14,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,15,"1, 2",1.384203037,NaN,,,
C.20.11.001a,ea,16,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,17,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,18,"1, 2",1.384203037,NaN,,,
C.20.11.001a,ea,19,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,2,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,20,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,21,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,3,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,4,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,5,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,6,"1, 2",1.384203037,NaN,,,
C.20.11.001a,ea,7,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,8,"1, 2",0.988716456,NaN,,,
C.20.11.001a,ea,9,"1, 2",1.384203037,NaN,,,
C.30.11.001a,ft,1,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,10,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,11,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,12,"1, 2",280.4790839544,NaN,,,
C.30.11.001a,ft,13,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,14,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,15,"1, 2",280.4790839544,NaN,,,
C.30.11.001a,ft,16,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,17,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,18,"1, 2",280.4790839544,NaN,,,
C.30.11.001a,ft,19,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,2,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,20,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,21,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,3,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,4,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,5,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,6,"1, 2",280.4790839544,NaN,,,
C.30.11.001a,ft,7,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,8,"1, 2",200.3422030272,NaN,,,
C.30.11.001a,ft,9,"1, 2",280.4790839544,NaN,,,
C.30.32.001a,ft2,1,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,10,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,11,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,12,"0",19774.3291,NaN,,,
C.30.32.001a,ft2,13,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,14,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,15,"0",19774.3291,NaN,,,
C.30.32.001a,ft2,16,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,17,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,18,"0",19774.3291,NaN,,,
C.30.32.001a,ft2,19,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,2,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,20,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,21,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,3,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,4,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,5,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,6,"0",19774.3291,NaN,,,
C.30.32.001a,ft2,7,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,8,"0",14124.5208,NaN,,,
C.30.32.001a,ft2,9,"0",19774.3291,NaN,,,
C.30.34.001,ea,1,"0",423.735624,NaN,,,
C.30.34.001,ea,10,"0",423.735624,NaN,,,
C.30.34.001,ea,11,"0",423.735624,NaN,,,
C.30.34.001,ea,12,"0",593.229873,NaN,,,
C.30.34.001,ea,13,"0",423.735624,NaN,,,
C.30.34.001,ea,14,"0",423.735624,NaN,,,
C.30.34.001,ea,15,"0",593.229873,NaN,,,
C.30.34.001,ea,16,"0",423.735624,NaN,,,
C.30.34.001,ea,17,"0",423.735624,NaN,,,
C.30.34.001,ea,18,"0",593.229873,NaN,,,
C.30.34.001,ea,19,"0",423.735624,NaN,,,
C.30.34.001,ea,2,"0",423.735624,NaN,,,
C.30.34.001,ea,20,"0",423.735624,NaN,,,
C.30.34.001,ea,21,"0",423.735624,NaN,,,
C.30.34.001,ea,3,"0",423.735624,NaN,,,
C.30.34.001,ea,4,"0",423.735624,NaN,,,
C.30.34.001,ea,5,"0",423.735624,NaN,,,
C.30.34.001,ea,6,"0",593.229873,NaN,,,
C.30.34.001,ea,7,"0",423.735624,NaN,,,
C.30.34.001,ea,8,"0",423.735624,NaN,,,
C.30.34.001,ea,9,"0",593.229873,NaN,,,
D.10.14.011,ea,1,"0",6.497279566,NaN,,,
D.20.21.011a,ft,1,"0",423.735624,NaN,,,
D.20.21.011a,ft,10,"0",423.735624,NaN,,,
D.20.21.011a,ft,11,"0",423.735624,NaN,,,
D.20.21.011a,ft,12,"0",593.229873,NaN,,,
D.20.21.011a,ft,13,"0",423.735624,NaN,,,
D.20.21.011a,ft,14,"0",423.735624,NaN,,,
D.20.21.011a,ft,15,"0",593.229873,NaN,,,
D.20.21.011a,ft,16,"0",423.735624,NaN,,,
D.20.21.011a,ft,17,"0",423.735624,NaN,,,
D.20.21.011a,ft,18,"0",593.229873,NaN,,,
D.20.21.011a,ft,19,"0",423.735624,NaN,,,
D.20.21.011a,ft,2,"0",423.735624,NaN,,,
D.20.21.011a,ft,20,"0",423.735624,NaN,,,
D.20.21.011a,ft,21,"0",423.735624,NaN,,,
D.20.21.011a,ft,3,"0",423.735624,NaN,,,
D.20.21.011a,ft,4,"0",423.735624,NaN,,,
D.20.21.011a,ft,5,"0",423.735624,NaN,,,
D.20.21.011a,ft,6,"0",593.229873,NaN,,,
D.20.21.011a,ft,7,"0",423.735624,NaN,,,
D.20.21.011a,ft,8,"0",423.735624,NaN,,,
D.20.21.011a,ft,9,"0",593.229873,NaN,,,
D.30.41.011a,ft,1,"0",706.22604,NaN,,,
D.30.41.011a,ft,10,"0",706.22604,NaN,,,
D.30.41.011a,ft,11,"0",706.22604,NaN,,,
D.30.41.011a,ft,12,"0",988.716455,NaN,,,
D.30.41.011a,ft,13,"0",706.22604,NaN,,,
D.30.41.011a,ft,14,"0",706.22604,NaN,,,
D.30.41.011a,ft,15,"0",988.716455,NaN,,,
D.30.41.011a,ft,16,"0",706.22604,NaN,,,
D.30.41.011a,ft,17,"0",706.22604,NaN,,,
D.30.41.011a,ft,18,"0",988.716455,NaN,,,
D.30.41.011a,ft,19,"0",706.22604,NaN,,,
D.30.41.011a,ft,2,"0",706.22604,NaN,,,
D.30.41.011a,ft,20,"0",706.22604,NaN,,,
D.30.41.011a,ft,21,"0",706.22604,NaN,,,
D.30.41.011a,ft,3,"0",706.22604,NaN,,,
D.30.41.011a,ft,4,"0",706.22604,NaN,,,
D.30.41.011a,ft,5,"0",706.22604,NaN,,,
D.30.41.011a,ft,6,"0",988.716455,NaN,,,
D.30.41.011a,ft,7,"0",706.22604,NaN,,,
D.30.41.011a,ft,8,"0",706.22604,NaN,,,
D.30.41.011a,ft,9,"0",988.716455,NaN,,,
D.30.41.031a,ea,1,"0",70.622604,NaN,,,
D.30.41.031a,ea,10,"0",70.622604,NaN,,,
D.30.41.031a,ea,11,"0",70.622604,NaN,,,
D.30.41.031a,ea,12,"0",98.8716455,NaN,,,
D.30.41.031a,ea,13,"0",70.622604,NaN,,,
D.30.41.031a,ea,14,"0",70.622604,NaN,,,
D.30.41.031a,ea,15,"0",98.8716455,NaN,,,
D.30.41.031a,ea,16,"0",70.622604,NaN,,,
D.30.41.031a,ea,17,"0",70.622604,NaN,,,
D.30.41.031a,ea,18,"0",98.8716455,NaN,,,
D.30.41.031a,ea,19,"0",70.622604,NaN,,,
D.30.41.031a,ea,2,"0",70.622604,NaN,,,
D.30.41.031a,ea,20,"0",70.622604,NaN,,,
D.30.41.031a,ea,21,"0",70.622604,NaN,,,
D.30.41.031a,ea,3,"0",70.622604,NaN,,,
D.30.41.031a,ea,4,"0",70.622604,NaN,,,
D.30.41.031a,ea,5,"0",70.622604,NaN,,,
D.30.41.031a,ea,6,"0",98.8716455,NaN,,,
D.30.41.031a,ea,7,"0",70.622604,NaN,,,
D.30.41.031a,ea,8,"0",70.622604,NaN,,,
D.30.41.031a,ea,9,"0",98.8716455,NaN,,,
D.30.41.041a,ea,1,"0",56.4980832,NaN,,,
D.30.41.041a,ea,10,"0",56.4980832,NaN,,,
D.30.41.041a,ea,11,"0",56.4980832,NaN,,,
D.30.41.041a,ea,12,"0",79.0973164,NaN,,,
D.30.41.041a,ea,13,"0",56.4980832,NaN,,,
D.30.41.041a,ea,14,"0",56.4980832,NaN,,,
D.30.41.041a,ea,15,"0",79.0973164,NaN,,,
D.30.41.041a,ea,16,"0",56.4980832,NaN,,,
D.30.41.041a,ea,17,"0",56.4980832,NaN,,,
D.30.41.041a,ea,18,"0",79.0973164,NaN,,,
D.30.41.041a,ea,19,"0",56.4980832,NaN,,,
D.30.41.041a,ea,2,"0",56.4980832,NaN,,,
D.30.41.041a,ea,20,"0",56.4980832,NaN,,,
D.30.41.041a,ea,21,"0",56.4980832,NaN,,,
D.30.41.041a,ea,3,"0",56.4980832,NaN,,,
D.30.41.041a,ea,4,"0",56.4980832,NaN,,,
D.30.41.041a,ea,5,"0",56.4980832,NaN,,,
D.30.41.041a,ea,6,"0",79.0973164,NaN,,,
D.30.41.041a,ea,7,"0",56.4980832,NaN,,,
D.30.41.041a,ea,8,"0",56.4980832,NaN,,,
D.30.41.041a,ea,9,"0",79.0973164,NaN,,,
D.40.11.021a,ft,1,"0",2542.413744,NaN,,,
D.40.11.021a,ft,10,"0",2542.413744,NaN,,,
D.40.11.021a,ft,11,"0",2542.413744,NaN,,,
D.40.11.021a,ft,12,"0",3559.379238,NaN,,,
D.40.11.021a,ft,13,"0",2542.413744,NaN,,,
D.40.11.021a,ft,14,"0",2542.413744,NaN,,,
D.40.11.021a,ft,15,"0",3559.379238,NaN,,,
D.40.11.021a,ft,16,"0",2542.413744,NaN,,,
D.40.11.021a,ft,17,"0",2542.413744,NaN,,,
D.40.11.021a,ft,18,"0",3559.379238,NaN,,,
D.40.11.021a,ft,19,"0",2542.413744,NaN,,,
D.40.11.021a,ft,2,"0",2542.413744,NaN,,,
D.40.11.021a,ft,20,"0",2542.413744,NaN,,,
D.40.11.021a,ft,21,"0",2542.413744,NaN,,,
D.40.11.021a,ft,3,"0",2542.413744,NaN,,,
D.40.11.021a,ft,4,"0",2542.413744,NaN,,,
D.40.11.021a,ft,5,"0",2542.413744,NaN,,,
D.40.11.021a,ft,6,"0",3559.379238,NaN,,,
D.40.11.021a,ft,7,"0",2542.413744,NaN,,,
D.40.11.021a,ft,8,"0",2542.413744,NaN,,,
D.40.11.021a,ft,9,"0",3559.379238,NaN,,,
D.40.11.031a,ea,1,"0",112.9961664,NaN,,,
D.40.11.031a,ea,10,"0",112.9961664,NaN,,,
D.40.11.031a,ea,11,"0",112.9961664,NaN,,,
D.40.11.031a,ea,12,"0",158.1946328,NaN,,,
D.40.11.031a,ea,13,"0",112.9961664,NaN,,,
D.40.11.031a,ea,14,"0",112.9961664,NaN,,,
D.40.11.031a,ea,15,"0",158.1946328,NaN,,,
D.40.11.031a,ea,16,"0",112.9961664,NaN,,,
D.40.11.031a,ea,17,"0",112.9961664,NaN,,,
D.40.11.031a,ea,18,"0",158.1946328,NaN,,,
D.40.11.031a,ea,19,"0",112.9961664,NaN,,,
D.40.11.031a,ea,2,"0",112.9961664,NaN,,,
D.40.11.031a,ea,20,"0",112.9961664,NaN,,,
D.40.11.031a,ea,21,"0",112.9961664,NaN,,,
D.40.11.031a,ea,3,"0",112.9961664,NaN,,,
D.40.11.031a,ea,4,"0",112.9961664,NaN,,,
D.40.11.031a,ea,5,"0",112.9961664,NaN,,,
D.40.11.031a,ea,6,"0",158.1946328,NaN,,,
D.40.11.031a,ea,7,"0",112.9961664,NaN,,,
D.40.11.031a,ea,8,"0",112.9961664,NaN,,,
D.40.11.031a,ea,9,"0",158.1946328,NaN,,,
D.50.12.013a,ea,1,"0",12.994559132,NaN,,,
D.50.12.021a,ea,1,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,10,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,11,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,12,"0",0.0263657721333333,NaN,,,
D.50.12.021a,ea,13,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,14,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,15,"0",0.0263657721333333,NaN,,,
D.50.12.021a,ea,16,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,17,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,18,"0",0.0263657721333333,NaN,,,
D.50.12.021a,ea,19,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,2,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,20,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,21,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,3,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,4,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,5,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,6,"0",0.0263657721333333,NaN,,,
D.50.12.021a,ea,7,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,8,"0",0.0188326944,NaN,,,
D.50.12.021a,ea,9,"0",0.0263657721333333,NaN,,,
